timestamp,frame_number,frame_len,frame_protocols,ip_src,ip_dst,tcp_srcport,tcp_dstport,tcp_flags,udp_srcport,udp_dstport,dns_qry_name,tls_handshake_extensions_server_name,http_request_method,http_request_uri,http_response_code
2026-02-10T15:12:19.243821,,,,,,,,,,,,,,,
2026-02-10T15:12:22.253974,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:12:22.272105,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:12:22.352765,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:12:22.352913,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:12:27.411089,,,,,,,,,,,,,,,
2026-02-10T15:12:27.413861,,,,,,,,,,,,,,,
2026-02-10T15:12:28.093971,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:12:28.098667,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:12:30.255019,,,,,,,,,,,,,,,
2026-02-10T15:12:32.547045,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:12:32.547153,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:12:41.265280,,,,,,,,,,,,,,,
2026-02-10T15:12:42.786479,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:12:42.786604,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:12:43.095560,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:12:43.114588,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:12:48.369601,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:12:48.374065,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:12:52.274991,,,,,,,,,,,,,,,
2026-02-10T15:12:52.853312,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:12:52.853499,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:12:53.522349,,,,,,,,,,,,,,,
2026-02-10T15:12:53.525008,,,,,,,,,,,,,,,
2026-02-10T15:12:56.342473,,,,192.168.0.167,192.168.0.187,51056,2869,0x00000010,,,,,,,
2026-02-10T15:13:01.458402,,,,,,,,,,,,,,,
2026-02-10T15:13:01.464973,,,,,,,,,,,,,,,
2026-02-10T15:13:02.967571,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:13:02.967699,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:13:03.286048,,,,,,,,,,,,,,,
2026-02-10T15:13:03.371216,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:13:03.389284,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:13:09.053311,,,,10.8.0.1,239.255.255.250,,,,59518,1900,,,,,
2026-02-10T15:13:09.053328,,,,10.8.0.6,239.255.255.250,,,,49199,1900,,,,,
2026-02-10T15:13:09.053339,,,,192.168.0.167,239.255.255.250,,,,60506,1900,,,,,
2026-02-10T15:13:09.054073,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:13:09.054114,,,,10.8.0.1,239.255.255.250,,,,59518,1900,,,,,
2026-02-10T15:13:09.054125,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:13:09.054140,,,,10.8.0.6,239.255.255.250,,,,49199,1900,,,,,
2026-02-10T15:13:09.280394,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:13:09.284977,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:13:09.285390,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:13:09.291210,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:13:09.324821,,,,192.168.0.167,192.168.0.1,,,,38739,53,,,,,
2026-02-10T15:13:09.327065,,,,192.168.0.167,192.168.0.1,,,,36672,53,,,,,
2026-02-10T15:13:09.328175,,,,192.168.0.1,192.168.0.167,,,,53,38739,,,,,
2026-02-10T15:13:09.330579,,,,192.168.0.1,192.168.0.167,,,,53,36672,,,,,
2026-02-10T15:13:09.331933,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.332892,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.338905,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.373080,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.373080,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.373080,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.373080,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.373080,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.373909,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.374812,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.391231,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.391684,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.392349,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.418239,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.422863,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.422863,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.423172,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.427212,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:13:09.437436,,,,172.217.2.138,192.168.0.167,,,,443,41998,,,,,
2026-02-10T15:13:09.445862,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:13:09.449822,,,,192.168.0.167,172.217.2.138,,,,41998,443,,,,,
2026-02-10T15:13:09.450279,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:13:09.492927,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:13:09.493340,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:13:09.510198,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
